name,member,weld,plate,bolt_group,a
WSP932,DWC 610UB113 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP933,DWC 610UB101 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP934,DWC 530UB92.4 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP935,DWC 530UB82.0 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP936,DWC 700WB173 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP937,DWC 700WB150 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP938,DWC 700WB130 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP939,DWC 700WB115 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP940,DWC 610UB125 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP941,DWC 610UB113 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP942,DWC 610UB101 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP943,DWC 530UB92.4 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP944,DWC 530UB82.0 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP945,DWC 460UB82.1 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP946,DWC 460UB74.6 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP947,DWC 460UB67.1 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP948,DWC 530UB92.4 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP949,DWC 530UB82.0 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP950,DWC 460UB82.1 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP951,DWC 460UB74.6 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP952,DWC 460UB67.1 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP953,DWC 410UB59.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP954,DWC 410UB53.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP955,DWC 380PFC (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP956,DWC 410UB59.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP957,DWC 410UB53.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP958,DWC 380PFC (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP959,DWC 360UB56.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP960,DWC 360UB50.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP961,DWC 360UB44.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP962,DWC 300PFC (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP963,DWC 310UC158 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP964,DWC 310UC137 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP965,DWC 310UC118 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP966,DWC 310UC96.8 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP967,DWC 310UB46.2 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP968,DWC 310UB40.4 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP969,DWC 310UB32.0 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP970,DWC 250UB37.3 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP971,DWC 250UB31.4 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP972,DWC 250UB25.7 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP973,DWC 200UB29.8 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP974,DWC 200UB25.4 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP975,DWC 200UB22.3 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP976,DWC 200UB18.2 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP977,DWC 250PFC (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP978,DWC 230PFC (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP979,DWC 200PFC (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP980,DWC 250UC89.5 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP981,DWC 250UC72.9 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP982,DWC 200UC59.5 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP983,DWC 200UC52.2 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP984,DWC 200UC46.2 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP985,DWC 1200WB455 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP986,DWC 1200WB423 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP987,DWC 1200WB392 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP988,DWC 1200WB342 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP989,DWC 1200WB317 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP990,DWC 1200WB249 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP991,DWC 1200WB278 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP992,DWC 1000WB322 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP993,DWC 1000WB296 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP994,DWC 1000WB258 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP995,DWC 1000WB215 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP996,DWC 900WB282 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP997,DWC 900WB257 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP998,DWC 900WB218 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP999,DWC 900WB175 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1000,DWC 800WB192 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1001,DWC 800WB168 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1002,DWC 800WB146 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1003,DWC 800WB122 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"9x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1004,DWC 1200WB455 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1005,DWC 1200WB423 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1006,DWC 1200WB392 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1007,DWC 1200WB342 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1008,DWC 1200WB317 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1009,DWC 1200WB249 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1010,DWC 1200WB278 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1011,DWC 1000WB322 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1012,DWC 1000WB296 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1013,DWC 1000WB258 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1014,DWC 1000WB215 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1015,DWC 900WB282 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1016,DWC 900WB257 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1017,DWC 900WB218 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1018,DWC 900WB175 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1019,DWC 800WB192 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1020,DWC 800WB168 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1021,DWC 800WB146 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1022,DWC 800WB122 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1023,DWC 700WB173 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1024,DWC 700WB150 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1025,DWC 700WB130 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1026,DWC 700WB115 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"8x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1027,DWC 1000WB322 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1028,DWC 1000WB296 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1029,DWC 1000WB258 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1030,DWC 1000WB215 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1031,DWC 900WB282 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1032,DWC 900WB257 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1033,DWC 900WB218 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1034,DWC 900WB175 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1035,DWC 800WB192 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1036,DWC 800WB168 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1037,DWC 800WB146 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1038,DWC 800WB122 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1039,DWC 700WB173 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1040,DWC 700WB150 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1041,DWC 700WB130 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1042,DWC 700WB115 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1043,DWC 610UB125 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1044,DWC 610UB113 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1045,DWC 610UB101 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"7x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1046,DWC 800WB192 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1047,DWC 800WB168 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1048,DWC 800WB146 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1049,DWC 800WB122 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1050,DWC 700WB173 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1051,DWC 700WB150 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1052,DWC 700WB130 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1053,DWC 700WB115 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1054,DWC 610UB125 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1055,DWC 610UB113 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1056,DWC 610UB101 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1057,DWC 530UB92.4 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1058,DWC 530UB82.0 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"6x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1059,DWC 700WB173 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1060,DWC 700WB150 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1061,DWC 700WB130 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1062,DWC 700WB115 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1063,DWC 610UB125 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1064,DWC 610UB113 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1065,DWC 610UB101 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1066,DWC 530UB92.4 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1067,DWC 530UB82.0 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1068,DWC 460UB82.1 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1069,DWC 460UB74.6 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1070,DWC 460UB67.1 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"5x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1071,DWC 530UB92.4 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1072,DWC 530UB82.0 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1073,DWC 460UB82.1 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1074,DWC 460UB74.6 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1075,DWC 460UB67.1 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1076,DWC 410UB59.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1077,DWC 410UB53.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1078,DWC 380PFC (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"4x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1079,DWC 410UB59.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1080,DWC 410UB53.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1081,DWC 380PFC (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1082,DWC 360UB56.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1083,DWC 360UB50.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1084,DWC 360UB44.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1085,DWC 300PFC (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1086,DWC 310UC158 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1087,DWC 310UC137 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1088,DWC 310UC118 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1089,DWC 310UC96.8 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1090,DWC 310UB46.2 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1091,DWC 310UB40.4 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1092,DWC 310UB32.0 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"3x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1093,DWC 250UB37.3 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1094,DWC 250UB31.4 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1095,DWC 250UB25.7 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",100
WSP1096,DWC 200UB29.8 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
WSP1097,DWC 200UB25.4 (GR300),8mm CFW SP E48XX,180mm 10mm Plate GR250,"2x2 (70px55/70g) 35,35,35,35 M20 8.8/S (TI)",70
